"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.009764728E2,-9.952229261E-1,2.010451108E-1,-3.293993771E-1
1.009813693E2,-9.750649333E-1,1.521773189E-1,-2.487675399E-1
1.009862658E2,-9.481876493E-1,1.210241169E-1,-1.718007922E-1
1.009911623E2,-9.152019024E-1,1.136939451E-1,-1.058292910E-1
1.009960588E2,-8.822161555E-1,1.246891990E-1,-5.024218559E-2
1.010009552E2,-8.528954983E-1,1.454579979E-1,-8.704573847E-3
1.010058518E2,-8.278507590E-1,1.705027372E-1,2.122694254E-2
1.010107482E2,-8.058602214E-1,1.992125660E-1,4.016320780E-2
1.010156447E2,-7.887565494E-1,2.321983129E-1,4.993676394E-2
1.010205412E2,-7.734853625E-1,2.651840746E-1,5.299099907E-2
1.010254377E2,-7.606575489E-1,2.963372767E-1,5.665608495E-2
1.010303342E2,-7.484406233E-1,3.268796504E-1,6.337540597E-2
1.010352307E2,-7.362236381E-1,3.513135314E-1,7.253811508E-2
1.010401453E2,-7.221741676E-1,3.714714944E-1,7.803573459E-2
1.010450236E2,-7.093463540E-1,3.897969127E-1,7.986827940E-2
1.010499201E2,-6.971294284E-1,4.069006443E-1,7.192726433E-2
1.010548166E2,-6.849125028E-1,4.221718013E-1,5.176930502E-2
1.010597311E2,-6.702521443E-1,4.301128387E-1,1.939439960E-2
1.010646096E2,-6.531484127E-1,4.313345253E-1,-1.786728203E-2
1.010695243E2,-6.336013079E-1,4.215609729E-1,-6.490252167E-2
1.010744026E2,-6.134433746E-1,4.038463831E-1,-1.094943732E-1
1.010792990E2,-5.951179266E-1,3.824667335E-1,-1.504211426E-1
1.010841956E2,-5.786250830E-1,3.586437106E-1,-1.834068894E-1
1.010891102E2,-5.670189857E-1,3.384857476E-1,-2.090624720E-1
1.010939885E2,-5.584670901E-1,3.293230236E-1,-2.310529798E-1
1.010988850E2,-5.566345453E-1,3.348206580E-1,-2.536543310E-1
1.011037815E2,-5.590779781E-1,3.574219942E-1,-2.793098986E-1
1.011086780E2,-5.627430081E-1,3.934620023E-1,-3.080197275E-1
1.011135745E2,-5.657972693E-1,4.386646748E-1,-3.373403847E-1
1.011184710E2,-5.657972693E-1,4.832565486E-1,-3.636068404E-1
1.011233675E2,-5.578562617E-1,5.174639821E-1,-3.837648034E-1
1.011282639E2,-5.383091569E-1,5.284592509E-1,-4.014793634E-1
1.011331604E2,-5.053234100E-1,5.089121461E-1,-4.167505503E-1
1.011380569E2,-4.619532526E-1,4.527141750E-1,-4.314108789E-1
1.011429534E2,-4.069769979E-1,3.641413152E-1,-4.472928941E-1
1.011478499E2,-3.434488773E-1,2.499128878E-1,-4.595098495E-1
1.011527464E2,-2.762556672E-1,1.234675050E-1,-4.637857676E-1
1.011576429E2,-2.090624720E-1,3.130592173E-3,-4.436278343E-1
1.011625394E2,-1.430909634E-1,-9.582666308E-2,-3.959817290E-1
1.011674359E2,-7.773031294E-2,-1.660740972E-1,-3.245126009E-1
1.011723323E2,-9.926267900E-3,-2.033357769E-1,-2.359397560E-1
1.011772288E2,6.093201414E-2,-2.063900232E-1,-1.388150454E-1
1.011821253E2,1.397313178E-1,-1.801235825E-1,-3.924693540E-2
1.011870218E2,2.240282297E-1,-1.355317384E-1,5.665608495E-2
1.011919183E2,3.126010895E-1,-7.627955079E-2,1.433963925E-1
1.011968148E2,4.048390090E-1,-9.086352773E-3,2.204395086E-1
1.012017113E2,4.940227270E-1,4.405735806E-2,2.803025246E-1
1.012066077E2,5.740436912E-1,6.604786217E-2,3.181750774E-1
1.012115043E2,6.418477297E-1,5.749600008E-2,3.352787793E-1
1.012164008E2,6.907155514E-1,2.634278871E-2,3.340570927E-1
1.012212972E2,7.231668234E-1,-1.763821393E-2,3.193967640E-1
1.012261937E2,7.408813834E-1,-6.956022978E-2,2.974062562E-1
1.012310902E2,7.445464730E-1,-1.196497083E-1,2.705289721E-1
1.012359867E2,7.408813834E-1,-1.666849405E-1,2.399866134E-1
1.012408832E2,7.335512042E-1,-2.070008665E-1,2.088334113E-1
1.012457797E2,7.231668234E-1,-2.369323820E-1,1.770693511E-1
1.012506944E2,7.114843726E-1,-2.564795017E-1,1.458397806E-1
1.012555726E2,6.980457306E-1,-2.699181437E-1,1.189625040E-1
1.012604873E2,6.846070886E-1,-2.809133828E-1,9.513945878E-2
1.012653656E2,6.717792749E-1,-2.919086218E-1,7.742489129E-2
1.012702806E2,6.607840061E-1,-3.047364354E-1,6.276455522E-2
1.012751586E2,6.522321701E-1,-3.242835402E-1,5.115845799E-2
1.012800551E2,6.461237073E-1,-3.462740481E-1,4.138490185E-2
1.012849516E2,6.449019909E-1,-3.743730187E-1,3.649812192E-2
1.012898663E2,6.485670805E-1,-4.043045342E-1,3.710897267E-2
1.012947446E2,6.565080881E-1,-4.354577363E-1,4.566083103E-2
1.012996592E2,6.717792749E-1,-4.629458785E-1,6.032116711E-2
1.013045375E2,6.931589246E-1,-4.831038117E-1,8.475505561E-2
1.013094340E2,7.207233906E-1,-4.934882224E-1,1.128540337E-1
1.013143305E2,7.530983090E-1,-4.928773940E-1,1.421747059E-1
1.013192270E2,7.879166007E-1,-4.843255281E-1,1.691283286E-1
1.013241235E2,8.245674372E-1,-4.690543413E-1,1.941730678E-1
1.013290200E2,8.618291020E-1,-4.470638335E-1,2.155527323E-1
1.013339165E2,8.966473937E-1,-4.171323180E-1,2.338781506E-1
1.013388162E2,9.284114838E-1,-3.780381083E-1,2.503710091E-1
1.013437095E2,9.516236782E-1,-3.273377717E-1,2.686964273E-1
1.013486059E2,9.662840366E-1,-2.650313675E-1,2.870218456E-1
1.013535024E2,9.717816114E-1,-1.978381574E-1,3.065689802E-1
1.013583989E2,9.656731486E-1,-1.361425817E-1,3.267269135E-1
1.013632954E2,9.504019618E-1,-9.399411827E-2,3.432198167E-1
1.013681919E2,9.290223122E-1,-7.505785674E-2,3.566584289E-1
1.013730884E2,8.997016549E-1,-8.177717775E-2,3.609343767E-1
1.013779849E2,8.691592813E-1,-1.141520813E-1,3.591018319E-1
1.013828813E2,8.404494524E-1,-1.679066420E-1,3.481065929E-1
1.013877778E2,8.135721684E-1,-2.369323820E-1,3.346679509E-1
1.013926744E2,7.897491455E-1,-3.096232116E-1,3.224509954E-1
1.013975708E2,7.665369511E-1,-3.694862425E-1,3.132883012E-1
1.014024673E2,7.427139282E-1,-4.012503028E-1,3.077906668E-1
1.014073638E2,7.195017338E-1,-4.030828476E-1,3.077906668E-1
1.014122603E2,6.956022978E-1,-3.731513321E-1,3.138991296E-1
1.014171568E2,6.699467301E-1,-3.212293088E-1,3.255052269E-1
1.014220533E2,6.449019909E-1,-2.540360987E-1,3.407764137E-1
1.014269498E2,6.192464232E-1,-1.807344258E-1,3.591018319E-1
1.014318462E2,5.911474228E-1,-1.110978425E-1,3.804814816E-1
1.014367427E2,5.636593103E-1,-5.367820337E-2,4.036936760E-1
1.014416392E2,5.343386531E-1,-1.214058883E-2,4.275167286E-1
1.014465357E2,5.062396526E-1,8.017370477E-3,4.501180649E-1
1.014514322E2,4.781406820E-1,3.130592173E-3,4.678326547E-1
1.014563287E2,4.561502039E-1,-2.557922900E-2,4.769953489E-1
1.014612252E2,4.451549351E-1,-7.811209559E-2,4.794387519E-1
1.014661216E2,4.457657933E-1,-1.465269923E-1,4.678326547E-1
1.014710182E2,4.628695250E-1,-2.222720534E-1,4.470638335E-1
1.014759146E2,4.964661002E-1,-2.974062562E-1,4.177431762E-1
1.014808111E2,5.441122055E-1,-3.700970709E-1,3.847574294E-1
1.014857076E2,6.003101468E-1,-4.372902811E-1,3.456631899E-1
1.014906223E2,6.613948941E-1,-4.965424538E-1,3.053472638E-1
1.014955006E2,7.225559354E-1,-5.411342978E-1,2.625879645E-1
1.015003971E2,7.799755931E-1,-5.680879354E-1,2.198286504E-1
1.015052936E2,8.300650716E-1,-5.723638535E-1,1.801235825E-1
1.015102083E2,8.716026545E-1,-5.528167486E-1,1.563005447E-1
1.015150865E2,8.972582817E-1,-5.148679018E-1,1.464506239E-1
1.015199831E2,9.051992893E-1,-4.470638335E-1,1.489703804E-1
1.015248795E2,8.929823637E-1,-3.505499661E-1,1.630198658E-1
1.015297760E2,8.624399900E-1,-2.350998372E-1,1.807344258E-1
1.015346725E2,8.123505116E-1,-1.086544544E-1,1.996707022E-1
1.015395872E2,7.427139282E-1,1.046075951E-2,2.216611952E-1
1.015444655E2,6.583406329E-1,1.075854748E-1,2.442625463E-1
1.015493620E2,5.648810267E-1,1.711135954E-1,2.686964273E-1
1.015542585E2,4.763081372E-1,1.949366331E-1,2.937411666E-1
1.015591549E2,4.030064642E-1,1.839413792E-1,3.163425326E-1
1.015640514E2,3.547495604E-1,1.503447890E-1,3.334462345E-1
1.015689479E2,3.333698809E-1,1.112505570E-1,3.462740481E-1
1.015738444E2,3.413109183E-1,7.704310864E-2,3.578801453E-1
1.015787409E2,3.749074936E-1,5.444176123E-2,3.737621605E-1
1.015836374E2,4.280512035E-1,4.283566400E-2,3.920875788E-1
1.015885371E2,4.964661002E-1,3.733803704E-2,4.104129970E-1
1.015934304E2,5.746545792E-1,3.672719002E-2,4.269058704E-1
1.015983269E2,6.497887969E-1,4.222481698E-2,4.360685945E-1
1.016032234E2,7.146149278E-1,5.566345528E-2,4.348468781E-1
1.016081198E2,7.616502047E-1,7.582141459E-2,4.238516390E-1
1.016130163E2,7.909708619E-1,1.051420867E-1,4.098021686E-1
1.016179128E2,7.976901531E-1,1.454579979E-1,3.957526684E-1
1.016228093E2,7.836406827E-1,1.900498569E-1,3.798706532E-1
1.016277058E2,7.445464730E-1,2.340308577E-1,3.572692871E-1
1.016326023E2,6.833853722E-1,2.694599926E-1,3.261160851E-1
1.016374988E2,6.021426916E-1,2.877854109E-1,2.876327038E-1
1.016423952E2,5.068505406E-1,2.828986347E-1,2.399866134E-1
1.016472918E2,3.987305462E-1,2.529671192E-1,1.862320602E-1
1.016521883E2,2.814478874E-1,1.986017078E-1,1.299577504E-1
1.016570847E2,1.635543555E-1,1.289651245E-1,7.681404054E-2
1.016619812E2,5.726693198E-2,6.177192926E-2,3.222219273E-2
1.016668777E2,-2.519745007E-2,1.656923257E-2,5.344913341E-3
1.016717742E2,-7.773031294E-2,-7.253811229E-3,-1.374406274E-3
1.016766707E2,-9.910997003E-2,-1.030804776E-2,1.389677543E-2
1.016815672E2,-9.666658193E-2,3.130592173E-3,4.810422286E-2
1.016864637E2,-7.284353673E-2,3.061871976E-2,1.000262350E-1
1.016913601E2,-3.863608837E-2,6.849125028E-2,1.642415524E-1
1.016962566E2,4.123218823E-3,1.112505570E-1,2.363215387E-1
1.017011532E2,5.115845799E-2,1.576749533E-1,3.102340400E-1
1.017060496E2,1.018587798E-1,2.108186632E-1,3.853682578E-1
1.017109461E2,1.525591016E-1,2.743467689E-1,4.562265575E-1
1.017158426E2,2.008160353E-1,3.433725238E-1,5.167004466E-1
1.017207391E2,2.380777150E-1,4.142307937E-1,5.588488579E-1
1.017256356E2,2.625116110E-1,4.765372276E-1,5.759525895E-1
1.017305321E2,2.704526186E-1,5.217399001E-1,5.649573803E-1
1.017354286E2,2.600682080E-1,5.431195498E-1,5.228089094E-1
1.017403250E2,2.301367074E-1,5.400653481E-1,4.488963783E-1
1.017452215E2,1.782146841E-1,5.131880641E-1,3.505499661E-1
1.017501181E2,1.097997949E-1,4.661528170E-1,2.350998372E-1
1.017550145E2,3.038965166E-2,4.026246965E-1,1.097997949E-1
1.017599292E2,-5.329642445E-2,3.207711577E-1,-1.603474095E-2
1.017648075E2,-1.363716573E-1,2.303657681E-1,-1.284306347E-1
1.017697217E2,-2.139492482E-1,1.491230875E-1,-2.127275616E-1
1.017746005E2,-2.793098986E-1,9.292513877E-2,-2.548760176E-1
1.017794970E2,-3.275668323E-1,7.093463838E-2,-2.536543310E-1
1.017843935E2,-3.538332880E-1,7.948649675E-2,-2.182251811E-1
1.017892899E2,-3.642176688E-1,1.088071689E-1,-1.650814712E-1
1.017941864E2,-3.581092060E-1,1.527881771E-1,-1.076618284E-1
1.017990829E2,-3.452814221E-1,2.004342526E-1,-5.268557742E-2
1.018039794E2,-3.336753249E-1,2.431935668E-1,-4.428642802E-3
1.018088759E2,-3.263451457E-1,2.682383060E-1,3.344388679E-2
1.018137724E2,-3.257342875E-1,2.731250823E-1,5.909947306E-2
1.018186689E2,-3.330644667E-1,2.615189850E-1,6.887302548E-2
1.018235653E2,-3.465031087E-1,2.389176339E-1,6.215370819E-2
1.018284698E2,-3.648285270E-1,2.083752751E-1,3.894151375E-2
1.018333584E2,-3.880407214E-1,1.753895134E-1,2.290677279E-3
1.018382548E2,-4.143071473E-1,1.411820799E-1,-4.718795046E-2
1.018431513E2,-4.430169761E-1,1.069746241E-1,-1.064401343E-1
1.018480478E2,-4.692834020E-1,7.276718318E-2,-1.736333370E-1
1.018529443E2,-4.937172830E-1,3.794888780E-2,-2.457133085E-1
1.018578408E2,-5.157077909E-1,1.298050396E-3,-3.202366829E-1
1.018627373E2,-5.352548957E-1,-3.413109109E-2,-3.898732662E-1
1.018676338E2,-5.499152541E-1,-6.284090877E-2,-4.509579837E-1
1.018725302E2,-5.609105229E-1,-8.422056586E-2,-4.979932308E-1
1.018774268E2,-5.621321797E-1,-1.001025960E-1,-5.236487985E-1
1.018823233E2,-5.499152541E-1,-1.098761484E-1,-5.230379701E-1
1.018872197E2,-5.224271417E-1,-1.165954694E-1,-4.931064546E-1
1.018921162E2,-4.815003574E-1,-1.147629321E-1,-4.356867969E-1
1.018970127E2,-4.308000207E-1,-1.007134393E-1,-3.587200642E-1
1.019019092E2,-3.770454824E-1,-7.566870749E-2,-2.713688910E-1
1.019068057E2,-3.281776905E-1,-4.146125913E-2,-1.834068894E-1
1.019117022E2,-2.848075330E-1,-1.030804776E-2,-1.107160673E-1
1.019165987E2,-2.506000996E-1,1.290414855E-2,-5.757235363E-2
1.019214951E2,-2.273878902E-1,2.878617682E-2,-2.641914412E-2
1.019263916E2,-2.145601064E-1,4.283566400E-2,-1.053711493E-2
1.019312882E2,-2.151709497E-1,6.238277629E-2,-7.482878864E-3
1.019361846E2,-2.286095917E-1,8.803836256E-2,-1.603474095E-2
1.019410811E2,-2.530434728E-1,1.173590273E-1,-3.313846514E-2
1.019459776E2,-2.835858464E-1,1.442363113E-1,-6.001574174E-2
1.019508741E2,-3.190149665E-1,1.686701924E-1,-9.727742523E-2
1.019557706E2,-3.581092060E-1,1.888281554E-1,-1.443126649E-1
1.019606671E2,-4.008685052E-1,2.022667974E-1,-1.913478971E-1
1.019655636E2,-4.448495209E-1,2.089861184E-1,-2.334963679E-1
1.019704600E2,-4.857762754E-1,2.083752751E-1,-2.646495700E-1
1.019753565E2,-5.205945969E-1,2.047101855E-1,-2.872509360E-1
1.019802712E2,-5.438067913E-1,1.998234093E-1,-3.031329513E-1
1.019851495E2,-5.572454333E-1,1.912715435E-1,-3.055763543E-1
1.019900641E2,-5.548020005E-1,1.760003716E-1,-2.951919436E-1
1.019949425E2,-5.376983285E-1,1.546207070E-1,-2.689255178E-1
1.019998572E2,-5.071559548E-1,1.320193708E-1,-2.286095917E-1
1.020047355E2,-4.650074840E-1,1.179698780E-1,-1.815743446E-1
1.020096320E2,-4.149180055E-1,1.259108931E-1,-1.357607991E-1
1.020145285E2,-3.629959822E-1,1.576749533E-1,-1.021642014E-1
1.020194249E2,-3.171824515E-1,2.065427303E-1,-8.383878320E-2
1.020243214E2,-2.823641598E-1,2.670166194E-1,-8.017370105E-2
1.020292179E2,-2.683146596E-1,3.317664266E-1,-8.689302206E-2
1.020341144E2,-2.780882120E-1,3.940728307E-1,-1.027750522E-1
1.020390145E2,-3.129065037E-1,4.459948540E-1,-1.241547018E-1
1.020439074E2,-3.721587062E-1,4.869216084E-1,-1.491994411E-1
1.020488039E2,-4.503471553E-1,5.089121461E-1,-1.760767251E-1
1.020537004E2,-5.438067913E-1,5.070796013E-1,-2.072299272E-1
1.020585969E2,-6.378772259E-1,4.783697724E-1,-2.334963679E-1
1.020634934E2,-7.276718020E-1,4.301128387E-1,-2.573194206E-1
1.020683899E2,-8.052493930E-1,3.745257258E-1,-2.835858464E-1
1.020732863E2,-8.669449687E-1,3.171060979E-1,-3.116848171E-1
1.020781828E2,-9.133693576E-1,2.596864402E-1,-3.367295563E-1
1.020830793E2,-9.445225596E-1,2.022667974E-1,-3.550549746E-1
1.020879793E2,-9.585720897E-1,1.460688561E-1,-3.684936166E-1
1.020928723E2,-9.536852837E-1,9.964445978E-2,-3.764346242E-1
1.020977688E2,-9.310839176E-1,6.360447407E-2,-3.776563108E-1
1.021026653E2,-8.852704167E-1,4.161396995E-2,-3.715478480E-1
1.021075618E2,-8.217422962E-1,3.855973482E-2,-3.550549746E-1
1.021124583E2,-7.447755337E-1,5.444176123E-2,-3.263451457E-1
1.021173547E2,-6.617003083E-1,9.109259397E-2,-2.896943092E-1
1.021222512E2,-5.792359114E-1,1.448471546E-1,-2.481566966E-1
1.021271477E2,-5.034908652E-1,2.095969617E-1,-2.072299272E-1
1.021320442E2,-4.430169761E-1,2.792335451E-1,-1.705790907E-1
1.021369407E2,-4.045335948E-1,3.452050686E-1,-1.406475753E-1
1.021418372E2,-3.923166394E-1,4.020138383E-1,-1.198787764E-1
1.021467337E2,-4.106420577E-1,4.490490854E-1,-1.076618284E-1
1.021516302E2,-4.540122151E-1,4.802022874E-1,-1.021642014E-1
1.021565266E2,-5.193728805E-1,4.918083847E-1,-1.058292910E-1
1.021614232E2,-5.969504714E-1,4.850890934E-1,-1.180462316E-1
1.021663197E2,-6.806365848E-1,4.612660408E-1,-1.406475753E-1
1.021712161E2,-7.624900937E-1,4.258368909E-1,-1.675248593E-1
1.021761126E2,-8.394568563E-1,3.806341887E-1,-1.919587553E-1
1.021810091E2,-9.066500664E-1,3.305447102E-1,-2.108950168E-1
1.021859056E2,-9.585720897E-1,2.804552615E-1,-2.255553454E-1
1.021908021E2,-9.946120381E-1,2.340308577E-1,-2.389939874E-1
1.021956986E2,-1.011104941E0,1.888281554E-1,-2.548760176E-1
1.022005951E2,-1.008050680E0,1.442363113E-1,-2.738122940E-1
1.022054915E2,-9.891144037E-1,1.008661538E-1,-2.982461751E-1
1.022104062E2,-9.579612017E-1,6.238277629E-2,-3.245126009E-1
1.022152846E2,-9.152019024E-1,3.000787087E-2,-3.513898849E-1
1.022201810E2,-8.638907075E-1,4.352286924E-3,-3.770454824E-1
1.022250775E2,-8.064711094E-1,-1.336228382E-2,-3.990359604E-1
1.022299740E2,-7.447755337E-1,-2.069245093E-2,-4.173613787E-1
1.022348705E2,-6.775823236E-1,-2.252499200E-2,-4.308000207E-1
1.022397670E2,-6.079457402E-1,-1.885990985E-2,-4.362976551E-1
1.022446635E2,-5.364766121E-1,-1.458397787E-2,-4.369085133E-1
1.022495814E2,-4.662291706E-1,-1.336228382E-2,-4.320217371E-1
1.022544564E2,-3.984251320E-1,-1.458397787E-2,-4.198047817E-1
1.022593711E2,-3.379512429E-1,-1.580567285E-2,-4.008685052E-1
1.022642495E2,-2.866400778E-1,-1.458397787E-2,-3.770454824E-1
1.022691459E2,-2.451024652E-1,-7.864658721E-3,-3.434488773E-1
1.022740424E2,-2.145601064E-1,9.239064530E-3,-3.043546379E-1
1.022789389E2,-1.944021434E-1,3.855973482E-2,-2.579302490E-1
1.022838354E2,-1.846285909E-1,8.437328041E-2,-2.102841735E-1
1.022887319E2,-1.809635013E-1,1.442363113E-1,-1.595838517E-1
1.022936284E2,-1.840177327E-1,2.187596709E-1,-1.058292910E-1
1.022985249E2,-1.907370538E-1,3.030565977E-1,-5.573981255E-2
1.023034213E2,-2.017323077E-1,3.959053755E-1,-1.053711493E-2
1.023083178E2,-2.121167034E-1,4.875324667E-1,2.794626169E-2
1.023132144E2,-2.231119573E-1,5.699968338E-1,6.093201414E-2
1.023181108E2,-2.316638231E-1,6.390225887E-1,8.475505561E-2
1.023230073E2,-2.347180545E-1,6.903337836E-1,1.012479365E-1
1.023279038E2,-2.292204350E-1,7.178218961E-1,1.104106456E-1
1.023328003E2,-2.133384049E-1,7.233195305E-1,1.146865711E-1
1.023376968E2,-1.882936656E-1,7.043832541E-1,1.171299592E-1
1.023425933E2,-1.516428292E-1,6.628456116E-1,1.214058921E-1
1.023474898E2,-1.046075895E-1,6.048151255E-1,1.299577504E-1
1.023523863E2,-4.596625641E-2,5.339568853E-1,1.440072358E-1
1.023572827E2,2.000524849E-2,4.594334960E-1,1.660740972E-1
1.023621793E2,9.636115283E-2,3.855209649E-1,1.917296797E-1
1.023670757E2,1.800472289E-1,3.134410083E-1,2.216611952E-1
1.023719722E2,2.722851634E-1,2.499128878E-1,2.570903301E-1
1.023768687E2,3.718532622E-1,1.918824017E-1,2.912977934E-1
1.023817652E2,4.738647640E-1,1.259108931E-1,3.200076222E-1
1.023866617E2,5.758762360E-1,4.588989913E-2,3.401655555E-1
1.023915582E2,6.717792749E-1,-5.123481527E-2,3.517716527E-1
1.023964547E2,7.604284883E-1,-1.526354551E-1,3.572692871E-1
1.024013512E2,8.361735344E-1,-2.454842478E-1,3.591018319E-1
1.024062476E2,8.954257369E-1,-3.212293088E-1,3.548259139E-1
1.024111441E2,9.375742078E-1,-3.731513321E-1,3.468848765E-1
1.024160407E2,9.613972306E-1,-4.067479074E-1,3.334462345E-1
1.024209371E2,9.662840366E-1,-4.214082658E-1,3.151208162E-1
1.024258336E2,9.528453946E-1,-4.244624972E-1,2.937411666E-1
1.024307301E2,9.229138494E-1,-4.189648628E-1,2.693072855E-1
1.024356266E2,8.752677441E-1,-4.049153626E-1,2.448733896E-1
1.024405231E2,8.129613400E-1,-3.878116608E-1,2.204395086E-1
1.024454196E2,7.414922118E-1,-3.737621605E-1,1.953947693E-1
1.024503161E2,6.644490957E-1,-3.688753843E-1,1.715717167E-1
1.024552126E2,5.868715048E-1,-3.780381083E-1,1.532463133E-1
1.024601090E2,5.166240931E-1,-4.043045342E-1,1.403421611E-1
1.024650056E2,4.579827189E-1,-4.440096021E-1,1.299577504E-1
1.024699202E2,4.146125913E-1,-4.953207672E-1,1.201841980E-1
1.024747985E2,3.883461356E-1,-5.540384650E-1,1.085781008E-1
1.024796950E2,3.785725832E-1,-6.139014959E-1,8.780929446E-2
1.024845915E2,3.852919042E-1,-6.707102656E-1,6.154286116E-2
1.024895062E2,4.072824121E-1,-7.104153633E-1,3.405473381E-2
1.024943845E2,4.384356141E-1,-7.299624681E-1,1.145338640E-2
1.024992810E2,4.781406820E-1,-7.250757217E-1,-1.985253533E-3
1.025041775E2,5.233433843E-1,-7.018635273E-1,-9.315420873E-3
1.025090739E2,5.697677732E-1,-6.664343476E-1,-1.603474095E-2
1.025139704E2,6.174138784E-1,-6.261184216E-1,-1.847812906E-2
1.025188669E2,6.620057225E-1,-5.845808387E-1,-1.359135192E-2
1.025237634E2,6.980457306E-1,-5.441885591E-1,-3.206948051E-3
1.025286599E2,7.262210250E-1,-5.081485510E-1,1.572931744E-2
1.025335564E2,7.445464730E-1,-4.739411175E-1,4.443913698E-2
1.025384529E2,7.543200254E-1,-4.440096021E-1,7.864658535E-2
1.025433494E2,7.555416822E-1,-4.183540046E-1,1.140757278E-1
1.025483434E2,7.512657642E-1,-4.006394446E-1,1.464506239E-1
1.025531423E2,7.433247566E-1,-3.859791160E-1,1.734042615E-1
1.025580388E2,7.341620326E-1,-3.755947053E-1,1.941730678E-1
1.025629353E2,7.256101966E-1,-3.676536977E-1,2.082225531E-1
1.025678319E2,7.195017338E-1,-3.566584289E-1,2.216611952E-1
1.025727283E2,7.108734846E-1,-3.432198167E-1,2.393757701E-1
1.025776248E2,7.004891038E-1,-3.273377717E-1,2.668638825E-1
1.025825213E2,6.876612902E-1,-3.114557564E-1,3.047364354E-1
1.025875153E2,6.760551929E-1,-3.029038906E-1,3.407764137E-1
1.025923143E2,6.723901033E-1,-2.980171144E-1,3.645994663E-1
1.025972108E2,6.742226481E-1,-2.943520248E-1,3.755947053E-1
1.026021073E2,6.821636558E-1,-2.876327038E-1,3.768163919E-1
1.026070037E2,6.992673874E-1,-2.790808380E-1,3.731513321E-1
1.026119002E2,7.188908458E-1,-2.699181437E-1,3.670428395E-1
1.026167968E2,7.427139282E-1,-2.644205093E-1,3.633777499E-1
1.026216932E2,7.695912123E-1,-2.638096511E-1,3.597126901E-1
1.026265897E2,7.970793247E-1,-2.662530541E-1,3.560476005E-1
1.026314862E2,8.245674372E-1,-2.650313675E-1,3.511608243E-1
1.026363827E2,8.459470868E-1,-2.528144121E-1,3.456631899E-1
1.026412792E2,8.575531840E-1,-2.259371281E-1,3.413872719E-1
1.026461757E2,8.551098108E-1,-1.874537468E-1,3.346679509E-1
1.026510722E2,8.373952508E-1,-1.477486789E-1,3.242835402E-1
1.026559687E2,8.074637055E-1,-1.178171635E-1,3.120665848E-1
1.026608651E2,7.665369511E-1,-1.019351333E-1,3.022930324E-1
1.026657616E2,7.188908458E-1,-1.001025960E-1,2.937411666E-1
1.026706581E2,6.626165509E-1,-1.196497083E-1,2.876327038E-1
1.026755546E2,6.064186096E-1,-1.575222313E-1,2.864110172E-1
1.026804693E2,5.544965863E-1,-2.027249336E-1,2.900761068E-1
1.026853476E2,5.147915483E-1,-2.436517030E-1,3.029038906E-1
1.026902441E2,4.891359508E-1,-2.815242410E-1,3.193967640E-1
1.026951406E2,4.787515402E-1,-3.230618536E-1,3.334462345E-1
1.027000553E2,4.811949134E-1,-3.603235185E-1,3.438306451E-1
1.027049336E2,4.909684956E-1,-3.853682578E-1,3.468848765E-1
1.027098483E2,5.056288242E-1,-3.981960714E-1,3.419981003E-1
1.027147265E2,5.196782947E-1,-3.969743550E-1,3.255052269E-1
1.027196412E2,5.294518471E-1,-3.829248846E-1,2.998496592E-1
1.027245195E2,5.318952799E-1,-3.609343767E-1,2.699181437E-1
1.027294342E2,5.245651007E-1,-3.371113241E-1,2.405974567E-1
1.027343125E2,5.092939138E-1,-3.145099878E-1,2.124984860E-1
1.027392090E2,4.909684956E-1,-3.004604876E-1,1.898971349E-1
1.027441055E2,4.720322192E-1,-2.961845696E-1,1.721825749E-1
1.027490020E2,4.622586668E-1,-3.059581220E-1,1.569113880E-1
1.027538985E2,4.653128982E-1,-3.255052269E-1,1.452289373E-1
1.027587949E2,4.824166298E-1,-3.444415033E-1,1.299577504E-1
1.027636914E2,5.044071078E-1,-3.523825109E-1,1.116323397E-1
1.027686854E2,5.282301903E-1,-3.444415033E-1,9.575030953E-2
1.027734844E2,5.441122055E-1,-3.175642192E-1,8.903098851E-2
1.027783809E2,5.508314967E-1,-2.729723752E-1,9.147437662E-2
1.027832774E2,5.471664071E-1,-2.179961205E-1,9.391776472E-2
1.027881772E2,5.337277651E-1,-1.569113880E-1,8.903098851E-2
1.027930704E2,5.099047422E-1,-9.093988687E-2,6.826218218E-2
1.027979669E2,4.701996744E-1,-2.863346599E-2,3.405473381E-2
1.028028634E2,4.133908749E-1,3.489464894E-2,-2.596100792E-3
1.028077599E2,3.400892019E-1,9.292513877E-2,-3.252761811E-2
1.028126563E2,2.539597452E-1,1.436254680E-1,-4.596625641E-2
1.028175528E2,1.611109674E-1,1.814979911E-1,-4.291202128E-2
1.028224494E2,6.765133142E-2,1.986017078E-1,-2.825168520E-2
1.028273458E2,-2.275406010E-2,1.931040883E-1,-5.650337320E-3
1.028322423E2,-1.064401343E-1,1.723352820E-1,2.489202656E-2
1.028371388E2,-1.742441803E-1,1.442363113E-1,5.787777901E-2
1.028420353E2,-2.182251811E-1,1.167481840E-1,9.819369763E-2
1.028469318E2,-2.292204350E-1,9.231429547E-2,1.440072358E-1
1.028518283E2,-2.029540092E-1,7.521057129E-2,1.886754483E-1
