"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
2.529261995E1,9.235246778E-1,7.459208369E-1,-5.268557742E-2
2.529751630E1,9.528453946E-1,4.130091071E-1,-6.429167092E-2
2.530241271E1,9.785009623E-1,-3.046600707E-2,-6.917845458E-2
2.530730906E1,9.925504327E-1,-5.796940327E-1,-7.650861889E-2
2.531220542E1,9.919396043E-1,-1.239409089E0,-8.750387281E-2
2.531710177E1,9.913287163E-1,-2.103757858E0,-1.046075895E-1
2.532199813E1,1.004156590E0,-3.068285704E0,-1.223221645E-1
2.532689448E1,1.048137546E0,-3.842916489E0,-1.156028435E-1
2.533179084E1,1.122050047E0,-4.239967346E0,-8.994726092E-2
2.533668719E1,1.207568645E0,-4.209424973E0,-6.245913357E-2
2.534158354E1,1.265599132E0,-3.795270443E0,-4.046862945E-2
2.534647990E1,1.275983572E0,-3.102493286E0,-1.236965694E-2
2.535137625E1,1.251549721E0,-2.258913279E0,5.482354015E-2
2.535627261E1,1.213066339E0,-1.400672793E0,1.819561273E-1
2.536116901E1,1.189243317E0,-6.762079000E-1,3.664320111E-1
2.536606537E1,1.191686630E0,-1.850103587E-1,5.802285671E-1
2.537096172E1,1.221007347E0,5.627430230E-2,7.940250635E-1
2.537585807E1,1.263155818E0,1.259108931E-1,9.742250443E-1
2.538075443E1,1.297974110E0,1.161373332E-1,1.090896845E0
2.538565078E1,1.309580207E0,6.238277629E-2,1.154424906E0
2.539054714E1,1.304693341E0,-1.275143679E-2,1.176415443E0
2.539544349E1,1.286978841E0,-1.031568274E-1,1.148316503E0
2.540033984E1,1.254603863E0,-2.241045833E-1,1.068906307E0
2.540523620E1,1.204514384E0,-3.804814816E-1,9.626189470E-1
2.541015078E1,1.126325965E0,-5.564818382E-1,8.441145420E-1
2.541502891E1,1.021260262E0,-7.293516397E-1,7.158366442E-1
2.541994349E1,8.874847293E-1,-9.016105533E-1,5.771743059E-1
2.542482167E1,7.323294878E-1,-1.087308168E0,4.348468781E-1
2.542971802E1,5.642701387E-1,-1.298661232E0,2.961845696E-1
2.543461438E1,3.883461356E-1,-1.528950691E0,1.648524106E-1
2.543951422E1,2.087570578E-1,-1.758018374E0,3.100049868E-2
2.544440708E1,3.466558084E-2,-1.957154632E0,-1.070509851E-1
2.544930344E1,-1.296523362E-1,-2.097649574E0,-2.420482337E-1
2.545419979E1,-2.823641598E-1,-2.158123255E0,-3.691044450E-1
2.545909958E1,-4.240806997E-1,-2.139797926E0,-4.833329022E-1
2.546399250E1,-5.572454333E-1,-2.037175655E0,-5.780141950E-1
2.546888886E1,-6.751389503E-1,-1.845980406E0,-6.519267559E-1
2.547378521E1,-7.692093849E-1,-1.582094431E0,-7.050704360E-1
2.547868162E1,-8.192988634E-1,-1.287665963E0,-7.350019813E-1
2.548357797E1,-8.235748410E-1,-9.816315174E-1,-7.508839965E-1
2.548847432E1,-7.869240046E-1,-6.664343476E-1,-7.588250041E-1
2.549337068E1,-7.099572420E-1,-3.444415033E-1,-7.594358325E-1
2.549826703E1,-5.957288146E-1,-3.779617324E-2,-7.496622801E-1
2.550316339E1,-4.509579837E-1,2.279223800E-1,-7.343910933E-1
2.550805974E1,-2.805316150E-1,4.392755330E-1,-7.081246972E-1
2.551295610E1,-9.239064902E-2,6.035934687E-1,-6.830799580E-1
2.551785245E1,1.134648770E-1,7.227086425E-1,-6.617003083E-1
2.552274880E1,3.266505599E-1,8.082273006E-1,-6.549809575E-1
2.552764516E1,5.441122055E-1,8.625926971E-1,-6.592568755E-1
2.553254151E1,7.628718615E-1,8.949676156E-1,-6.708629727E-1
2.553743792E1,9.681165218E-1,8.961892724E-1,-6.977402568E-1
2.554233427E1,1.155646682E0,8.772529960E-1,-7.343910933E-1
2.554723063E1,1.318132043E0,8.534299731E-1,-7.783721089E-1
2.555212698E1,1.443966508E0,8.308286071E-1,-8.162446618E-1
2.555702334E1,1.531928539E0,7.984537482E-1,-8.492304087E-1
2.556191969E1,1.583239794E0,7.501968145E-1,-8.803836107E-1
2.556681604E1,1.596067548E0,6.976639032E-1,-9.042066336E-1
2.557171240E1,1.579574704E0,6.286382079E-1,-9.237537384E-1
2.557660875E1,1.537426233E0,5.211290717E-1,-9.384140968E-1
2.558150511E1,1.472676396E0,3.763582706E-1,-9.329164624E-1
2.558640146E1,1.380438447E0,1.973800212E-1,-9.084826112E-1
2.559131599E1,1.258268952E0,-6.642963737E-3,-8.748859763E-1
2.559619422E1,1.114109039E0,-2.137201875E-1,-8.260182142E-1
2.560109057E1,9.479585886E-1,-3.902550340E-1,-7.624900937E-1
2.560598693E1,7.653152347E-1,-5.002075434E-1,-6.897992492E-1
2.561090146E1,5.728220344E-1,-5.295282006E-1,-6.061131954E-1
2.561577964E1,3.730749488E-1,-4.843255281E-1,-5.157077909E-1
2.562067599E1,1.702736765E-1,-3.878116608E-1,-4.222481549E-1
2.562557235E1,-2.580829710E-2,-2.625879645E-1,-3.232909143E-1
2.563046870E1,-2.115058601E-1,-1.385859698E-1,-2.163926363E-1
2.563536505E1,-3.874298632E-1,-3.474193811E-2,-1.064401343E-1
2.564026146E1,-5.493044257E-1,4.100312293E-2,3.512371797E-3
2.564515781E1,-6.959077120E-1,8.803836256E-2,1.061347127E-1
2.565005417E1,-8.241856694E-1,1.124722511E-1,1.953947693E-1
2.565495052E1,-9.353598356E-1,1.216349602E-1,2.650313675E-1
2.565986505E1,-1.028819442E0,1.179698780E-1,3.102340400E-1
2.566474323E1,-1.104564548E0,1.063637808E-1,3.365004957E-1
2.566965776E1,-1.162595034E0,8.559497446E-2,3.438306451E-1
2.567453594E1,-1.200467587E0,5.749600008E-2,3.389438689E-1
2.567945047E1,-1.219403863E0,2.817532979E-2,3.242835402E-1
2.568432865E1,-1.220014691E0,7.635590737E-5,3.035147190E-1
2.568924323E1,-1.210852027E0,-2.252499200E-2,2.790808380E-1
2.569412141E1,-1.194359064E0,-3.352024406E-2,2.534252703E-1
2.569901776E1,-1.166260123E0,-3.107685409E-2,2.271588296E-1
2.570391412E1,-1.124722481E0,-1.580567285E-2,2.045574784E-1
2.570881047E1,-1.072800517E0,1.779092662E-2,1.868429035E-1
2.571370682E1,-1.005607247E0,8.009734750E-2,1.764585078E-1
2.571860318E1,-9.219212532E-1,1.772220582E-1,1.764585078E-1
2.572349953E1,-8.101361990E-1,3.262687922E-1,1.923405379E-1
2.572839589E1,-6.617003083E-1,5.406761765E-1,2.247154415E-1
2.573329224E1,-4.778352678E-1,8.241093159E-1,2.711398304E-1
2.573818860E1,-2.628170252E-1,1.173513889E0,3.267269135E-1
2.574308500E1,-4.046862945E-2,1.555293441E0,3.810923398E-1
2.574798136E1,1.476723254E-1,1.920580149E0,4.281275868E-1
2.575287771E1,2.570139766E-1,2.221804142E0,4.678326547E-1
2.575777406E1,2.570139766E-1,2.423383713E0,4.800495803E-1
2.576267042E1,1.287360638E-1,2.499739647E0,4.629458785E-1
2.576756677E1,-1.278197914E-1,2.459423780E0,3.939201236E-1
2.577246313E1,-5.041016936E-1,2.339697599E0,2.387649268E-1
2.577735948E1,-1.010494113E0,2.164384604E0,-8.704573847E-3
2.578225584E1,-1.642110109E0,1.973723888E0,-3.678827584E-1
2.578715219E1,-2.286630392E0,1.832618117E0,-9.378032684E-1
2.579204860E1,-2.888925791E0,1.611491442E0,-1.532768488E0
2.579694495E1,-3.447240114E0,1.147247553E0,-1.953031421E0
2.580184130E1,-3.959741116E0,4.252260625E-1,-2.103910685E0
2.580673766E1,-4.266386509E0,-4.739411175E-1,-1.869345307E0
2.581163401E1,-4.188808918E0,-1.370741248E0,-1.230399132E0
2.581653037E1,-3.672031879E0,-1.991362095E0,-6.439857483E-1
2.582142672E1,-2.947566986E0,-2.081767559E0,-4.173613787E-1
2.582632307E1,-2.226767302E0,-1.627297044E0,-3.697153032E-1
2.583121943E1,-1.557813168E0,-8.600729704E-1,-2.799207568E-1
2.583611578E1,-1.003774762E0,-1.306449622E-1,-1.473668963E-1
2.584101214E1,-6.164975762E-1,4.050680995E-1,-4.107947648E-2
2.584590849E1,-3.574983478E-1,7.984537482E-1,3.955236077E-2
2.585080485E1,-1.931804419E-1,1.072113276E0,8.780929446E-2
2.585570120E1,-1.143811494E-1,1.246815562E0,9.147437662E-2
2.586061578E1,-1.204896197E-1,1.344551206E0,1.634016447E-2
2.586549396E1,-1.614163816E-1,1.397083998E0,-8.567132801E-2
2.587039031E1,-1.834068894E-1,1.420907140E0,-1.797417998E-1
2.587528667E1,-1.553079188E-1,1.418463707E0,-2.451024652E-1
2.588020120E1,-6.978929788E-2,1.387310505E0,-2.585411072E-1
2.588507938E1,8.414421231E-2,1.323782325E0,-2.139492482E-1
2.588999391E1,2.930539846E-1,1.246204734E0,-1.131594554E-1
2.589487209E1,5.441122055E-1,1.161907792E0,3.771981969E-2
2.589978662E1,8.154047132E-1,1.038516641E0,2.381540686E-1
2.590466479E1,1.084788322E0,8.570950627E-1,4.739411175E-1
2.590957932E1,1.303471684E0,6.353574991E-1,6.559736133E-1
2.591445755E1,1.423197746E0,4.215609729E-1,7.036196589E-1
2.591935391E1,1.445188284E0,2.566322088E-1,6.235986948E-1
2.592425026E1,1.419532657E0,1.814979911E-1,4.867689013E-1
2.592916479E1,1.404872298E0,2.089861184E-1,3.670428395E-1
2.593404297E1,1.423197746E0,2.938938737E-1,2.827459276E-1
2.593893932E1,1.455572605E0,3.574219942E-1,2.228828967E-1
2.594383568E1,1.468400478E0,3.213820159E-1,1.752368063E-1
2.594873203E1,1.443966508E0,1.430146098E-1,1.458397806E-1
2.595362839E1,1.392044544E0,-1.611873209E-1,1.378987730E-1
2.595852474E1,1.330959797E0,-5.325824618E-1,1.458397806E-1
2.596342115E1,1.275983572E0,-8.930587173E-1,1.617981642E-1
2.596831750E1,1.225283265E0,-1.192373872E0,1.843995154E-1
2.597321386E1,1.167252779E0,-1.407392025E0,2.198286504E-1
2.597811021E1,1.100059509E0,-1.519177079E0,2.693072855E-1
2.598300656E1,1.020649433E0,-1.526507258E0,3.267269135E-1
2.598790292E1,9.302440286E-1,-1.445264578E0,3.878116608E-1
2.599279927E1,8.251782656E-1,-1.296828747E0,4.452312887E-1
2.599769563E1,7.102626562E-1,-1.108076930E0,5.032618046E-1
2.600259198E1,5.899257660E-1,-9.064973593E-1,5.545729399E-1
2.600748834E1,4.689779878E-1,-7.116370797E-1,5.973322392E-1
2.601238474E1,3.541387022E-1,-5.441885591E-1,6.345939636E-1
2.601728110E1,2.509055138E-1,-4.110238552E-1,6.639146209E-1
2.602217745E1,1.684411317E-1,-3.230618536E-1,6.852942705E-1
2.602707380E1,1.110214889E-1,-2.809133828E-1,7.011762857E-1
2.603197016E1,7.925742865E-2,-2.796916962E-1,7.072847486E-1
2.603686651E1,7.192726433E-2,-2.961845696E-1,7.066739202E-1
2.604176287E1,8.597674966E-2,-3.071798086E-1,7.042305470E-1
2.604665922E1,1.189625040E-1,-2.919086218E-1,6.969003677E-1
2.605155557E1,1.672194302E-1,-2.442625463E-1,6.859050989E-1
2.605645193E1,2.228065431E-1,-1.691283286E-1,6.712448001E-1
2.606134834E1,2.820587158E-1,-7.872293890E-2,6.565844417E-1
2.606624464E1,3.455868363E-1,1.656923257E-2,6.394807100E-1
2.607114104E1,4.127800465E-1,1.063637808E-1,6.205444336E-1
2.607603740E1,4.824166298E-1,1.821088344E-1,5.997756720E-1
2.608093375E1,5.489989519E-1,2.346417010E-1,5.759525895E-1
2.608583011E1,6.082511544E-1,2.633515298E-1,5.460211039E-1
2.609074464E1,6.546755433E-1,2.731250823E-1,5.105919242E-1
2.609562281E1,6.839962006E-1,2.633515298E-1,4.690543413E-1
2.610051917E1,6.876612902E-1,2.352525443E-1,4.214082658E-1
2.610541552E1,6.668924689E-1,1.894390136E-1,3.645994663E-1
2.611033005E1,6.174138784E-1,1.253000498E-1,3.016822040E-1
2.611520823E1,5.453338623E-1,5.077667907E-2,2.326564491E-1
2.612012255E1,4.567610323E-1,-3.168770298E-2,1.593547761E-1
2.612500099E1,3.547495604E-1,-1.165954694E-1,7.559234649E-2
2.612991552E1,2.411319613E-1,-2.027249336E-1,-1.298050396E-2
2.613479370E1,1.146865711E-1,-2.845784724E-1,-1.046075895E-1
2.613969005E1,-1.908897609E-2,-3.603235185E-1,-1.956238300E-1
2.614458641E1,-1.620272398E-1,-4.238516390E-1,-2.866400778E-1
2.614948276E1,-3.129065037E-1,-4.776062071E-1,-3.739912212E-1
2.615437912E1,-4.698942602E-1,-5.221980214E-1,-4.576773047E-1
2.615927891E1,-6.329904795E-1,-5.589252710E-1,-5.364766121E-1
2.616417188E1,-7.991409302E-1,-5.876350403E-1,-6.067240238E-1
2.616906823E1,-9.646805525E-1,-5.998520255E-1,-6.690304875E-1
2.617396458E1,-1.119835734E0,-5.992411375E-1,-7.301151752E-1
2.617886094E1,-1.257887244E0,-5.943543911E-1,-7.765395641E-1
2.618375729E1,-1.373337388E0,-5.913001299E-1,-7.985301018E-1
2.618867182E1,-1.458855987E0,-5.839699507E-1,-7.911999226E-1
2.619355000E1,-1.510167122E0,-5.668662786E-1,-7.588250041E-1
2.619844636E1,-1.518108130E0,-5.362475514E-1,-7.032378912E-1
2.620334271E1,-1.487565756E0,-4.824929833E-1,-6.476507783E-1
2.620833662E1,-1.419761777E0,-3.908658922E-1,-5.975613594E-1
2.621313537E1,-1.318361044E0,-2.595337331E-1,-5.505260825E-1
2.621803182E1,-1.191304922E0,-1.049893722E-1,-5.071559548E-1
2.622292818E1,-1.051420808E0,4.955498502E-2,-4.729484916E-1
2.622782453E1,-9.078717232E-1,1.924932450E-1,-4.460712075E-1
2.623272089E1,-7.618792653E-1,3.146626949E-1,-4.240806997E-1
2.623761724E1,-6.134433746E-1,4.160633385E-1,-4.039227366E-1
2.624251360E1,-4.546230733E-1,4.979168773E-1,-3.892624080E-1
2.624740995E1,-2.921377122E-1,5.547256470E-1,-3.721587062E-1
2.625230630E1,-1.351499557E-1,5.706077218E-1,-3.501681983E-1
2.625720266E1,1.634016447E-2,5.492280126E-1,-3.196258247E-1
2.626209901E1,1.586675793E-1,5.113555193E-1,-2.811424434E-1
2.626699542E1,2.875563502E-1,4.753155112E-1,-2.347180545E-1
2.627189177E1,3.944546282E-1,4.472165406E-1,-1.827960461E-1
2.627678813E1,4.695888162E-1,4.368321598E-1,-1.357607991E-1
2.628168448E1,5.074613690E-1,4.417189360E-1,-9.422318637E-2
2.628658084E1,5.086830258E-1,4.563792646E-1,-6.734590977E-2
2.629147719E1,4.836383164E-1,4.747046828E-1,-7.223268598E-2
2.629637354E1,4.427115619E-1,4.814240038E-1,-9.972081333E-2
2.630126990E1,4.017847776E-1,4.582118094E-1,-1.443126649E-1
2.630616625E1,3.712424338E-1,3.922402859E-1,-1.937913001E-1
2.631106261E1,3.504736125E-1,2.957264185E-1,-2.396048307E-1
2.631595896E1,3.278722763E-1,1.808871478E-1,-2.805316150E-1
2.632085537E1,2.881672084E-1,4.588989913E-2,-3.177932799E-1
2.632575172E1,2.197522968E-1,-1.092653051E-1,-3.593308926E-1
2.633066625E1,1.238492802E-1,-2.546469569E-1,-4.081986845E-1
2.633554443E1,1.023169141E-2,-3.548259139E-1,-4.582881629E-1
2.634044078E1,-1.113269106E-1,-3.896442056E-1,-4.955498278E-1
2.634533714E1,-2.273878902E-1,-3.694862425E-1,-5.108210444E-1
2.635023349E1,-3.251234591E-1,-3.090123534E-1,-5.041016936E-1
2.635512984E1,-4.008685052E-1,-2.363215387E-1,-4.735593498E-1
2.636002620E1,-4.607315361E-1,-1.734042615E-1,-4.222481549E-1
2.636492255E1,-5.126535892E-1,-1.465269923E-1,-3.526115716E-1
2.636983708E1,-5.609105229E-1,-1.147629321E-1,-2.701472044E-1
2.637471531E1,-6.030589342E-1,-2.496838197E-2,-1.901262105E-1
2.637962984E1,-6.354338527E-1,1.417929232E-1,-1.265980899E-1
2.638450802E1,-6.598677635E-1,3.390965760E-1,-9.055810422E-2
2.638942250E1,-6.800256968E-1,5.089121461E-1,-7.895200700E-2
2.639430073E1,-6.867450476E-1,6.249731183E-1,-8.567132801E-2
2.639921521E1,-6.678087711E-1,6.805602312E-1,-9.849911928E-2
2.640409344E1,-6.085565686E-1,6.878903508E-1,-1.094943732E-1
2.640898979E1,-5.053234100E-1,6.628456116E-1,-1.217113137E-1
2.641388615E1,-3.709369898E-1,5.980958343E-1,-1.461452097E-1
2.641878250E1,-2.499892414E-1,4.722612798E-1,-1.748550236E-1
2.642367886E1,-1.638597846E-1,2.945047319E-1,-1.852394342E-1
2.642857521E1,-1.064401343E-1,7.948649675E-2,-1.711899489E-1
2.643347162E1,-5.024218559E-2,-1.587439328E-1,-1.424801201E-1
2.643846552E1,1.145338640E-2,-3.945309818E-1,-9.910997003E-2
2.644326427E1,8.108997345E-2,-6.310052276E-1,-3.802524135E-2
2.644816068E1,1.586675793E-1,-8.551861644E-1,4.077405483E-2
2.645305703E1,2.026485801E-1,-1.175270081E0,1.269035190E-1
2.645795339E1,2.276933193E-1,-2.255858898E0,2.234937400E-1
2.646284974E1,6.137487888E-1,-3.679209471E0,4.666109383E-1
2.646774610E1,1.301639199E0,-4.163000584E0,8.105179667E-1
2.647264245E1,1.819637656E0,-3.687761307E0,1.058521986E0
2.647753880E1,2.001670122E0,-2.651687860E0,1.142207980E0
2.648243521E1,1.961965084E0,-1.344474792E0,1.125104308E0
2.648733156E1,1.859342694E0,-1.756185899E-3,1.105557203E0
2.649222792E1,1.775656581E0,1.090438724E0,1.132434487E0
2.649712427E1,1.713350177E0,1.840559125E0,1.166031003E0
2.650202063E1,1.658984780E0,2.273115396E0,1.188632369E0
2.650691698E1,1.621112227E0,2.441709280E0,1.206957817E0
2.651181334E1,1.602175951E0,2.389176369E0,1.216731429E0
2.651670969E1,1.600343466E0,2.154000044E0,1.211844563E0
2.652160604E1,1.613782048E0,1.799021482E0,1.182523966E0
2.652650240E1,1.629664183E0,1.364709139E0,1.134266973E0
2.653139880E1,1.629664183E0,8.906916380E-1,1.068295479E0
2.653629516E1,1.602175951E0,4.539358616E-1,9.821660519E-1
2.654119151E1,1.541091323E0,1.075854748E-1,8.856521845E-1
2.654608787E1,1.449464202E0,-1.367534250E-1,7.836406827E-1
2.655098422E1,1.329738140E0,-2.980171144E-1,6.767424345E-1
2.655588057E1,1.181302190E0,-4.110238552E-1,5.710658431E-1
2.656077693E1,1.010264993E0,-5.050943494E-1,4.678326547E-1
2.656567328E1,8.251782656E-1,-5.955760479E-1,3.621560633E-1
2.657058787E1,6.339067221E-1,-6.884248853E-1,2.619771063E-1
2.657546599E1,4.463766217E-1,-7.641699314E-1,1.697391868E-1
2.658036240E1,2.612899244E-1,-8.179244995E-1,9.025268257E-2
2.658525875E1,8.842013776E-2,-8.594620824E-1,1.023169141E-2
2.659017323E1,-5.940489471E-2,-8.887827396E-1,-5.879404768E-2
2.659505146E1,-1.772984117E-1,-8.887827396E-1,-1.076618284E-1
2.659996573E1,-2.603736520E-1,-8.423583508E-1,-1.571404636E-1
2.660484417E1,-3.061871827E-1,-7.501204610E-1,-2.047865391E-1
2.660975870E1,-3.171824515E-1,-5.998520255E-1,-2.322746664E-1
2.661463688E1,-3.006895781E-1,-3.792597950E-1,-2.560977042E-1
2.661955141E1,-2.695363462E-1,-1.208714023E-1,-2.695363462E-1
2.662442958E1,-2.231119573E-1,1.790546030E-1,-2.634278834E-1
2.662934412E1,-1.632489264E-1,5.028036237E-1,-2.396048307E-1
2.663422234E1,-8.811471611E-2,8.082273006E-1,-1.998997629E-1
2.663912193E1,1.023169141E-2,1.072113276E0,-1.510319859E-1
2.664401505E1,1.293469071E-1,1.259032607E0,-9.605573118E-2
2.664891141E1,2.661767006E-1,1.368374228E0,-5.268557742E-2
2.665380776E1,4.103366435E-1,1.400749087E0,-3.863608837E-2
2.665870412E1,5.587725043E-1,1.387310505E0,-3.558185324E-2
2.666360047E1,6.962131858E-1,1.347605467E0,-3.985778242E-2
2.666849682E1,8.056311607E-1,1.287742376E0,-6.001574174E-2
2.667339318E1,8.795437217E-1,1.217494965E0,-9.361234307E-2
2.667828953E1,9.192487597E-1,1.149080038E0,-1.406475753E-1
2.668318594E1,9.229138494E-1,1.071502447E0,-1.980672181E-1
2.668808229E1,8.880955577E-1,9.688801169E-1,-2.670929730E-1
2.669297865E1,8.215132356E-1,8.320503235E-1,-3.410054743E-1
2.669787500E1,7.280535698E-1,6.616239548E-1,-4.130854607E-1
2.670277136E1,6.125270724E-1,4.624877274E-1,-4.741701782E-1
2.670766771E1,4.744756222E-1,2.431935668E-1,-5.273138881E-1
2.671256406E1,3.199312389E-1,2.451024577E-2,-5.682406425E-1
2.671746042E1,1.605001241E-1,-1.709608734E-1,-5.945070982E-1
2.672235677E1,4.581354442E-4,-3.255052269E-1,-6.036698222E-1
2.672725313E1,-1.540862173E-1,-4.348468781E-1,-5.902311802E-1
2.673214948E1,-3.019112647E-1,-4.904339910E-1,-5.505260825E-1
2.673704589E1,-4.411844313E-1,-4.947099090E-1,-4.894413650E-1
2.674194224E1,-5.694623590E-1,-4.629458785E-1,-4.143071473E-1
2.674683860E1,-6.800256968E-1,-4.085804522E-1,-3.263451457E-1
2.675173495E1,-7.710419297E-1,-3.505499661E-1,-2.304421216E-1
2.675663130E1,-8.412894011E-1,-3.053472638E-1,-1.333174109E-1
2.676152766E1,-8.913788795E-1,-2.876327038E-1,-4.046862945E-2
2.676642401E1,-9.268079996E-1,-2.992388010E-1,4.504998401E-2
2.677132037E1,-9.487984776E-1,-3.303920031E-1,1.177408099E-1
2.677621672E1,-9.610154629E-1,-3.658211529E-1,1.715717167E-1
2.678111307E1,-9.671239257E-1,-3.957526684E-1,2.033357769E-1
2.678600948E1,-9.750649333E-1,-4.189648628E-1,2.112767994E-1
2.679090584E1,-9.836167693E-1,-4.360685945E-1,1.953947693E-1
2.679580219E1,-9.860602021E-1,-4.513397813E-1,1.636307091E-1
2.680071672E1,-9.830059409E-1,-4.678326547E-1,1.165191159E-1
2.680559490E1,-9.738432169E-1,-4.886014462E-1,5.726693198E-2
2.681049125E1,-9.573503733E-1,-5.069268942E-1,-5.650337320E-3
2.681538761E1,-9.298622608E-1,-5.081485510E-1,-6.612421572E-2
2.682030219E1,-8.840487003E-1,-4.824929833E-1,-1.131594554E-1
2.682518031E1,-8.156337738E-1,-4.250733256E-1,-1.485885978E-1
2.683009490E1,-7.301151752E-1,-3.334462345E-1,-1.870719790E-1
2.683497307E1,-6.274928451E-1,-1.911188364E-1,-2.267770469E-1
2.683988761E1,-5.175403357E-1,-3.588727675E-3,-2.615953386E-1
2.684476578E1,-4.198047817E-1,2.120403498E-1,-2.933593988E-1
2.684968031E1,-3.477247953E-1,4.447731674E-1,-3.165715933E-1
2.685455849E1,-3.202366829E-1,6.695649624E-1,-3.324536085E-1
2.685945485E1,-3.672719002E-1,8.479323387E-1,-3.196258247E-1
2.686435120E1,-4.882196784E-1,9.670475721E-1,-2.835858464E-1
2.686926573E1,-6.177192926E-1,1.095936298E0,-2.603736520E-1
2.687414391E1,-7.038487792E-1,1.297515988E0,-2.835858464E-1
2.687904026E1,-7.808154821E-1,1.505203962E0,-3.849864900E-1
2.688393667E1,-8.437327743E-1,1.682349682E0,-5.468609929E-1
2.688885120E1,-8.944330812E-1,1.796578169E0,-7.557707429E-1
2.689372938E1,-9.408574700E-1,1.756262183E0,-9.933903813E-1
2.689862573E1,-9.817842841E-1,1.458779573E0,-1.205354333E0
2.690352209E1,-1.061194420E0,8.344936967E-1,-1.326302052E0
2.690842656E1,-1.176033735E0,-2.977880416E-3,-1.348292589E0
2.691331479E1,-1.276823521E0,-8.790091872E-1,-1.311641812E0
2.691821115E1,-1.305533290E0,-1.662115335E0,-1.244448543E0
2.692310750E1,-1.227955699E0,-2.082989216E0,-1.096012712E0
2.692800386E1,-1.103342891E0,-2.119029045E0,-8.425110579E-1
2.693290021E1,-9.542961121E-1,-1.919282079E0,-5.639647245E-1
2.693779662E1,-7.966975570E-1,-1.640735745E0,-3.190149665E-1
2.694269297E1,-6.519267559E-1,-1.311489105E0,-1.265980899E-1
2.694758932E1,-5.364766121E-1,-9.003888369E-1,1.084253844E-2
2.695248568E1,-4.613423944E-1,-4.611133337E-1,9.636115283E-2
2.695738203E1,-4.198047817E-1,-5.428905040E-2,1.299577504E-1
2.696227839E1,-4.020902216E-1,3.201603293E-1,1.293469071E-1
2.696717474E1,-3.996468186E-1,6.872795224E-1,1.073564067E-1
2.697207110E1,-4.002576768E-1,1.028743148E0,5.665608495E-2
2.697696745E1,-3.617742956E-1,1.292629123E0,-1.542389300E-2
2.698186380E1,-2.286095917E-1,1.424572110E0,-1.137702987E-1
2.698676016E1,-2.764083818E-2,1.362265706E0,-2.072299272E-1
2.699165656E1,2.032594234E-1,1.091049552E0,-2.732014358E-1
2.699655292E1,4.622586668E-1,6.561263204E-1,-3.025220931E-1
2.700144927E1,7.408813834E-1,1.491230875E-1,-2.951919436E-1
2.700634563E1,1.009654164E0,-3.230618536E-1,-2.603736520E-1
2.701124198E1,1.230170012E0,-6.652126908E-1,-1.992889196E-1
2.701613834E1,1.395098805E0,-8.203678727E-1,-9.972081333E-2
2.702103469E1,1.521544218E0,-7.886037827E-1,2.061609551E-2
2.702593104E1,1.608895302E0,-6.242858768E-1,1.440072358E-1
2.703082740E1,1.648600340E0,-4.036936760E-1,2.674747407E-1
2.703572375E1,1.632718325E0,-1.538571566E-1,3.988068998E-1
2.704062016E1,1.566136003E0,1.063637808E-1,5.301390886E-1
2.704551651E1,1.456794381E0,3.494809866E-1,6.425349712E-1
2.705041287E1,1.317521214E0,5.473955274E-1,7.353837490E-1
2.705530922E1,1.160533428E0,6.872795224E-1,8.062420487E-1
2.706020557E1,9.943829775E-1,7.654679418E-1,8.587749004E-1
2.706510193E1,8.227348924E-1,7.862367630E-1,9.119185805E-1
2.707001646E1,6.662816405E-1,7.624137402E-1,9.876636863E-1
